LineNo,UTC_Approx,UTC_GPS,TimeUS,GPSTime,GPSWeek,Lat,Lng,Alt,RelAlt,GPSAlt,Roll,Pitch,Yaw
141992,2023-01-20 11:15:51.462529,2023-01-20 11:15:51.400000,586616755,472569400,2245,39.8017281,32.3772143,794.32,54.92,782.31,-2.2,-13.67,30.03
142680,2023-01-20 11:15:53.603719,2023-01-20 11:15:53.600000,588758141,472571600,2245,39.8018446,32.3773025,794.27,54.87,781.68,-2.58,-13.54,29.2
143395,2023-01-20 11:15:55.762320,2023-01-20 11:15:55.600000,590916705,472573600,2245,39.8019625,32.3773898,794.28,54.88,781.46,-0.42,-12.38,31.08
144084,2023-01-20 11:15:57.922707,2023-01-20 11:15:57.800000,593077091,472575800,2245,39.8020796,32.3774783,794.25,54.85,781.13,-2.3,-11.31,29.84
144861,2023-01-20 11:16:00.122626,2023-01-20 11:16:00.000000,595296918,472578000,2245,39.8021954,32.3775701,794.27,54.87,780.83,-4,-15.23,29.16
145573,2023-01-20 11:16:02.302366,2023-01-20 11:16:02.200000,597476711,472580200,2245,39.8023141,32.3776566,794.53,55.13,780.63,-2.62,-15.56,30.88
146262,2023-01-20 11:16:04.402360,2023-01-20 11:16:04.400000,599576721,472582400,2245,39.802431,32.3777464,794.38,54.98,780.01,-4.6,-12.47,29.63
146953,2023-01-20 11:16:06.522418,2023-01-20 11:16:06.400000,601696842,472584400,2245,39.8025487,32.3778324,794.22,54.82,780.49,-1.96,-12.82,29.08
147665,2023-01-20 11:16:08.682214,2023-01-20 11:16:08.600000,603876699,472586600,2245,39.8026662,32.3779206,794.3,54.9,780.61,-2.3,-12.86,30.24
148385,2023-01-20 11:16:10.862421,2023-01-20 11:16:10.800000,606057009,472588800,2245,39.8027841,32.3780085,794.45,55.05,780.82,-2.19,-17.27,29.86
149105,2023-01-20 11:16:13.022084,2023-01-20 11:16:13.000000,608216709,472591000,2245,39.8029007,32.3780991,794.31,54.91,780.41,-4.39,-17.43,31.64
149789,2023-01-20 11:16:15.142064,2023-01-20 11:16:15.000000,610336719,472593000,2245,39.803019,32.378184,794.53,55.13,780.5,-0.89,-17.15,29.76
150527,2023-01-20 11:16:17.282075,2023-01-20 11:16:17.200000,612476691,472595200,2245,39.8031355,32.3782739,794.29,54.89,780.52,-4.17,-19.6,31.87
151246,2023-01-20 11:16:19.422498,2023-01-20 11:16:19.400000,614636755,472597400,2245,39.8032523,32.3783622,794.46,55.06,780.71,-3.71,-19.14,31.82
151934,2023-01-20 11:16:21.502310,2023-01-20 11:16:21.400000,616716708,472599400,2245,39.8033712,32.3784477,794.38,54.98,780.67,-1.63,-17.63,30.87
152624,2023-01-20 11:16:23.662259,2023-01-20 11:16:23.600000,618876687,472601600,2245,39.8034889,32.3785356,794.43,55.03,781.19,-0.65,-17.62,30.51
153340,2023-01-20 11:16:25.802435,2023-01-20 11:16:25.800000,621016778,472603800,2245,39.8036065,32.3786237,794.48,55.08,781.11,-1.64,-17.71,30.69
154029,2023-01-20 11:16:27.947770,2023-01-20 11:16:27.800000,623176714,472605800,2245,39.8037232,32.3787132,794.52,55.12,781.52,-2.48,-17.46,30.91
154746,2023-01-20 11:16:30.082352,2023-01-20 11:16:30.000000,625316726,472608000,2245,39.8038411,32.3787982,794.66,55.26,782.18,-0.04,-17.13,30.29
155485,2023-01-20 11:16:32.223476,2023-01-20 11:16:32.200000,627457850,472610200,2245,39.8039575,32.3788883,794.68,55.28,782.52,-1.61,-15.99,30.33
156202,2023-01-20 11:16:34.402409,2023-01-20 11:16:34.400000,629636783,472612400,2245,39.804074,32.3789773,794.72,55.32,782.3,-2.84,-16.87,30.41
156920,2023-01-20 11:16:36.582314,2023-01-20 11:16:36.400000,631816721,472614400,2245,39.8041913,32.3790647,794.71,55.31,782.18,-1.96,-17.77,31.45
157608,2023-01-20 11:16:38.691521,2023-01-20 11:16:38.600000,633936714,472616600,2245,39.8043086,32.3791511,794.59,55.19,782.36,-1.67,-15.77,30.3
158329,2023-01-20 11:16:40.882390,2023-01-20 11:16:40.800000,636136756,472618800,2245,39.8044258,32.37924,794.56,55.16,782.74,-1.69,-18.79,30.7
159025,2023-01-20 11:16:43.042556,2023-01-20 11:16:43.000000,638296933,472621000,2245,39.8045427,32.3793292,794.54,55.14,782.55,-3.69,-18.81,31.13
159731,2023-01-20 11:16:45.162371,2023-01-20 11:16:45.000000,640416724,472623000,2245,39.80466,32.3794156,794.6,55.2,783.16,-1.78,-18.98,30.56
160421,2023-01-20 11:16:47.282349,2023-01-20 11:16:47.200000,642536702,472625200,2245,39.8047772,32.3795032,794.41,55.01,782.78,-2.55,-17.54,30.6
161166,2023-01-20 11:16:49.422581,2023-01-20 11:16:49.400000,644696955,472627400,2245,39.8048937,32.3795928,794.3,54.9,782.2,-1.88,-18.3,30.42
161878,2023-01-20 11:16:51.562320,2023-01-20 11:16:51.400000,646836719,472629400,2245,39.8050118,32.3796791,794.33,54.93,781.69,-0.62,-17.91,29.35
162566,2023-01-20 11:16:53.662320,2023-01-20 11:16:53.600000,648936714,472631600,2245,39.8051295,32.3797664,794.33,54.93,780.95,-1.31,-15.14,29.02
163284,2023-01-20 11:16:55.842323,2023-01-20 11:16:55.800000,651116706,472633800,2245,39.8052457,32.3798566,794.22,54.82,780.95,-2.27,-16.39,30.48
164005,2023-01-20 11:16:58.042163,2023-01-20 11:16:58.000000,653336717,472636000,2245,39.8053628,32.3799448,794.36,54.96,781.33,-1.27,-18.88,29.99
164690,2023-01-20 11:17:00.182109,2023-01-20 11:17:00.000000,655476694,472638000,2245,39.8054806,32.3800331,794.33,54.93,781.25,-0.21,-17.89,29.36
165385,2023-01-20 11:17:02.302235,2023-01-20 11:17:02.200000,657596836,472640200,2245,39.8055984,32.3801212,794.32,54.92,781.39,-0.68,-16.76,29.95
166099,2023-01-20 11:17:04.442104,2023-01-20 11:17:04.400000,659736727,472642400,2245,39.8057153,32.380209,794.24,54.84,782.65,-0.12,-16.62,29.02
166843,2023-01-20 11:17:06.602079,2023-01-20 11:17:06.600000,661896946,472644600,2245,39.8058322,32.3802985,794.27,54.87,783.64,-2.74,-15.04,30.54
167561,2023-01-20 11:17:08.782700,2023-01-20 11:17:08.600000,664097030,472646600,2245,39.8059492,32.3803881,794.38,54.98,784.32,-4.25,-16.29,30.81
168275,2023-01-20 11:17:10.942719,2023-01-20 11:17:10.800000,666257093,472648800,2245,39.8060671,32.380475,794.43,55.03,784.01,-1.82,-14.99,30.69
168991,2023-01-20 11:17:13.102338,2023-01-20 11:17:13.000000,668416732,472651000,2245,39.8061846,32.3805638,794.35,54.95,784.26,-3.12,-6.9,29.07
170239,2023-01-20 11:17:16.962777,2023-01-20 11:17:16.800000,672296917,472654800,2245,39.8063005,32.3806538,794.27,54.87,783.96,-3.4,-11.11,30.37
172086,2023-01-20 11:17:22.582294,2023-01-20 11:17:22.400000,677916720,472660400,2245,39.8064068,32.3805451,794.21,54.81,783.86,3.6,-11.05,296.94
173032,2023-01-20 11:17:25.482345,2023-01-20 11:17:25.400000,680816725,472663400,2245,39.8064719,32.3803909,794.3,54.9,783.98,-8.88,8.44,287.89
174403,2023-01-20 11:17:29.719576,2023-01-20 11:17:29.600000,685073991,472667600,2245,39.8063978,32.3803123,794.27,54.87,783.93,0.19,1.97,207.08
175500,2023-01-20 11:17:32.942447,2023-01-20 11:17:32.800000,688296852,472670800,2245,39.8062784,32.3802283,794.24,54.84,783.5,0.94,-7.19,211.81
176210,2023-01-20 11:17:35.102704,2023-01-20 11:17:35.000000,690457088,472673000,2245,39.8061606,32.3801402,794.12,54.72,783.07,1.2,-2.81,209.87
176928,2023-01-20 11:17:37.262385,2023-01-20 11:17:37.200000,692636731,472675200,2245,39.8060437,32.3800505,794.02,54.62,782.76,0.72,-3.08,211.12
177650,2023-01-20 11:17:39.442350,2023-01-20 11:17:39.400000,694816736,472677400,2245,39.8059255,32.3799636,793.76,54.36,781.76,3.22,-2.75,211.43
178345,2023-01-20 11:17:41.622447,2023-01-20 11:17:41.600000,696996905,472679600,2245,39.8058093,32.3798731,793.84,54.44,781.52,1.16,-3.86,208.2
179056,2023-01-20 11:17:43.782661,2023-01-20 11:17:43.600000,699157031,472681600,2245,39.8056921,32.3797837,793.95,54.55,782.24,1.79,-4.37,212.71
179776,2023-01-20 11:17:45.942174,2023-01-20 11:17:45.800000,701336719,472683800,2245,39.8055745,32.3796957,794.02,54.62,782.54,2.5,-4.51,211.79
180462,2023-01-20 11:17:48.082094,2023-01-20 11:17:48.000000,703476725,472686000,2245,39.8054566,32.3796076,794.02,54.62,781.61,1.84,-4,212.15
181229,2023-01-20 11:17:50.242079,2023-01-20 11:17:50.200000,705636727,472688200,2245,39.8053391,32.3795188,794.02,54.62,781.43,2.22,-4.33,211.95
181917,2023-01-20 11:17:52.362406,2023-01-20 11:17:52.200000,707757042,472690200,2245,39.8052224,32.3794309,794.02,54.62,781.97,1.57,-3.06,211.75
182637,2023-01-20 11:17:54.522067,2023-01-20 11:17:54.400000,709916719,472692400,2245,39.8051052,32.3793436,793.97,54.57,782.4,1.66,-3.61,210.62
183326,2023-01-20 11:17:56.662420,2023-01-20 11:17:56.600000,712076760,472694600,2245,39.8049882,32.3792536,793.98,54.58,782.72,-0.19,-2.3,208.84
184048,2023-01-20 11:17:58.802324,2023-01-20 11:17:58.800000,714216723,472696800,2245,39.8048706,32.3791673,794.12,54.72,783.2,0.12,-2.78,209.87
184734,2023-01-20 11:18:00.942717,2023-01-20 11:18:00.800000,716357071,472698800,2245,39.804754,32.3790791,794.08,54.68,782.84,-0.75,-2.75,210.06
185449,2023-01-20 11:18:03.102386,2023-01-20 11:18:03.000000,718516728,472701000,2245,39.8046364,32.3789906,794.1,54.7,782.25,0.07,-1.9,210.31
186138,2023-01-20 11:18:05.242572,2023-01-20 11:18:05.200000,720676753,472703200,2245,39.8045197,32.3789025,794.13,54.73,782.74,0.04,-3.32,209.81
186904,2023-01-20 11:18:07.382431,2023-01-20 11:18:07.200000,722816836,472705200,2245,39.804402,32.3788162,794.11,54.71,782.55,-0.14,-2.6,210.04
187594,2023-01-20 11:18:09.522640,2023-01-20 11:18:09.400000,724957063,472707400,2245,39.8042857,32.378727,794.03,54.63,783.26,-0.45,-0.25,209.06
188315,2023-01-20 11:18:11.722642,2023-01-20 11:18:11.600000,727157025,472709600,2245,39.8041686,32.3786382,794.23,54.83,784.26,-0.98,-3.45,209.36
189004,2023-01-20 11:18:13.842655,2023-01-20 11:18:13.800000,729277028,472711800,2245,39.8040505,32.3785525,794.17,54.77,784.49,0.29,-1,211.52
189722,2023-01-20 11:18:16.003718,2023-01-20 11:18:16.000000,731457963,472714000,2245,39.8039339,32.3784618,794.22,54.82,785.08,-2.24,-1.84,208.61
190435,2023-01-20 11:18:18.162401,2023-01-20 11:18:18.000000,733616770,472716000,2245,39.8038161,32.3783751,794.27,54.87,785.2,-0.34,-1.23,210.3
191125,2023-01-20 11:18:20.302681,2023-01-20 11:18:20.200000,735757052,472718200,2245,39.803698,32.3782889,794.21,54.81,784.8,0.66,0.3,210.2
191895,2023-01-20 11:18:22.502667,2023-01-20 11:18:22.400000,737957055,472720400,2245,39.8035826,32.3781974,794.27,54.87,785.37,-0.87,-3.42,210.28
192615,2023-01-20 11:18:24.642482,2023-01-20 11:18:24.600000,740116720,472722600,2245,39.8034649,32.3781098,794.39,54.99,785.35,-0.62,-3.2,210.53
193304,2023-01-20 11:18:26.762337,2023-01-20 11:18:26.600000,742236722,472724600,2245,39.8033466,32.3780233,794.33,54.93,784.77,1.05,-2.07,209.3
194020,2023-01-20 11:18:28.942348,2023-01-20 11:18:28.800000,744416714,472726800,2245,39.8032299,32.3779342,794.33,54.93,784.95,-0.42,-2.83,210.45
194711,2023-01-20 11:18:31.082682,2023-01-20 11:18:31.000000,746557048,472729000,2245,39.8031125,32.3778462,794.39,54.99,785.09,1.2,-2.03,212.68
195403,2023-01-20 11:18:33.220528,2023-01-20 11:18:33.200000,748696961,472731200,2245,39.8029944,32.3777587,794.35,54.95,785.29,1.14,-1.67,212.06
196113,2023-01-20 11:18:35.342175,2023-01-20 11:18:35.200000,750836737,472733200,2245,39.8028775,32.3776702,794.19,54.79,785.36,-0.46,-1.09,208.11
196833,2023-01-20 11:18:37.522070,2023-01-20 11:18:37.400000,753016717,472735400,2245,39.80276,32.3775827,794.51,55.11,785.74,1.4,-3.89,208.96
197572,2023-01-20 11:18:39.642059,2023-01-20 11:18:39.600000,755136724,472737600,2245,39.8026432,32.3774945,794.26,54.86,785.76,0.31,-2.59,211.04
198261,2023-01-20 11:18:41.782079,2023-01-20 11:18:41.600000,757276718,472739600,2245,39.8025259,32.3774058,794.22,54.82,785.42,-0.25,-2.66,209.35
198975,2023-01-20 11:18:43.902531,2023-01-20 11:18:43.800000,759416718,472741800,2245,39.8024088,32.3773182,794.22,54.82,785.39,0.5,-0.88,209
199671,2023-01-20 11:18:46.082601,2023-01-20 11:18:46.000000,761596941,472744000,2245,39.8022922,32.3772286,794.34,54.94,785.74,-1.74,-2.21,208.52
200355,2023-01-20 11:18:48.182592,2023-01-20 11:18:48.000000,763696952,472746000,2245,39.8021738,32.3771441,794.31,54.91,785.5,2.08,0.09,210.33
201070,2023-01-20 11:18:50.362334,2023-01-20 11:18:50.200000,765876711,472748200,2245,39.8020577,32.3770532,794.34,54.94,786.1,-1.35,-0.21,209.75
201789,2023-01-20 11:18:52.542662,2023-01-20 11:18:52.400000,768057061,472750400,2245,39.8019408,32.3769639,794.48,55.08,786.81,-2.07,-2.08,210.79
202512,2023-01-20 11:18:54.682351,2023-01-20 11:18:54.600000,770216720,472752600,2245,39.8018228,32.3768781,794.55,55.15,787.3,-0.28,-1.71,208.35
203249,2023-01-20 11:18:56.823555,2023-01-20 11:18:56.800000,772357970,472754800,2245,39.801706,32.3767903,794.57,55.17,787.32,-1.29,-0.95,209.74
203964,2023-01-20 11:18:58.982336,2023-01-20 11:18:58.800000,774516713,472756800,2245,39.801589,32.376701,794.62,55.22,787.87,-1.39,-1.71,210.31
204660,2023-01-20 11:19:01.162540,2023-01-20 11:19:01.000000,776696916,472759000,2245,39.8014715,32.3766119,794.72,55.32,788.17,-1.51,-2.02,210.61
205402,2023-01-20 11:19:03.382533,2023-01-20 11:19:03.200000,778936850,472761200,2245,39.8013541,32.3765251,794.82,55.42,788.24,-0.13,6.83,212.49
206870,2023-01-20 11:19:07.862341,2023-01-20 11:19:07.800000,783416740,472765800,2245,39.8012375,32.3764363,794.88,55.48,788.94,1.54,7.45,210.63
208401,2023-01-20 11:19:12.562409,2023-01-20 11:19:12.400000,788136796,472770400,2245,39.8012816,32.37627,794.94,55.54,788.32,6.55,-8.15,305
209507,2023-01-20 11:19:15.962320,2023-01-20 11:19:15.800000,791536734,472773800,2245,39.8013567,32.3761241,794.72,55.32,788.08,17.35,-0.7,330.78
210779,2023-01-20 11:19:19.847125,2023-01-20 11:19:19.800000,795421494,472777800,2245,39.8014327,32.3761739,794.34,54.94,786.05,-0.92,-8.08,29.07
211823,2023-01-20 11:19:23.082081,2023-01-20 11:19:23.000000,798676697,472781000,2245,39.8015499,32.3762636,794.66,55.26,784.67,-2.66,-20.68,31.42
212555,2023-01-20 11:19:25.182240,2023-01-20 11:19:25.000000,800776905,472783000,2245,39.8016673,32.3763502,794.38,54.98,782.96,-1.74,-14.98,28.8
213275,2023-01-20 11:19:27.362414,2023-01-20 11:19:27.200000,802957003,472785200,2245,39.8017838,32.3764395,794.2,54.8,781.43,-1.14,-16.89,29.87
213994,2023-01-20 11:19:29.522092,2023-01-20 11:19:29.400000,805116709,472787400,2245,39.8019006,32.3765278,794.32,54.92,780.23,-2.34,-16.79,32.12
214659,2023-01-20 11:19:31.582901,2023-01-20 11:19:31.400000,807197210,472789400,2245,39.8020189,32.3766143,794.4,55,780.19,-1.78,-13.26,30.6
215370,2023-01-20 11:19:33.722311,2023-01-20 11:19:33.600000,809336727,472791600,2245,39.8021366,32.376702,794.42,55.02,780.33,-2.21,-15.18,28.47
216089,2023-01-20 11:19:35.902359,2023-01-20 11:19:35.800000,811516724,472793800,2245,39.802253,32.3767912,794.36,54.96,780.25,-3.58,-15.86,30.14
216776,2023-01-20 11:19:38.062378,2023-01-20 11:19:38.000000,813676736,472796000,2245,39.8023699,32.376879,794.43,55.03,780.08,-3.56,-15.51,30.97
217469,2023-01-20 11:19:40.162655,2023-01-20 11:19:40.000000,815796852,472798000,2245,39.8024872,32.3769663,794.33,54.93,780.31,-2.82,-13.5,29.77
218232,2023-01-20 11:19:42.342311,2023-01-20 11:19:42.200000,817976720,472800200,2245,39.8026046,32.377055,794.44,55.04,781.3,-3.17,-15.24,31.27
218926,2023-01-20 11:19:44.462440,2023-01-20 11:19:44.400000,820096825,472802400,2245,39.8027228,32.3771406,794.45,55.05,781.12,-1.66,-14.1,30.35
219641,2023-01-20 11:19:46.602309,2023-01-20 11:19:46.600000,822236734,472804600,2245,39.8028389,32.3772311,794.32,54.92,780.96,-3.82,-12.37,29.03
220355,2023-01-20 11:19:48.782346,2023-01-20 11:19:48.600000,824416709,472806600,2245,39.8029556,32.3773206,794.44,55.04,781.27,-3.23,-14.75,30.45
221046,2023-01-20 11:19:50.902768,2023-01-20 11:19:50.800000,826557018,472808800,2245,39.8030737,32.3774063,794.24,54.84,781.91,-2.88,-12.02,29.01
221764,2023-01-20 11:19:53.102651,2023-01-20 11:19:53.000000,828757020,472811000,2245,39.8031906,32.3774941,794.4,55,782.44,-2.29,-15.12,31.43
222450,2023-01-20 11:19:55.203573,2023-01-20 11:19:55.200000,830857959,472813200,2245,39.8033084,32.3775812,794.27,54.87,782.97,-1.02,-10.67,30.79
223217,2023-01-20 11:19:57.382364,2023-01-20 11:19:57.200000,833036730,472815200,2245,39.8034233,32.3776735,794.07,54.67,783.63,-4.66,-10.15,28.59
223950,2023-01-20 11:19:59.622563,2023-01-20 11:19:59.600000,835296876,472817600,2245,39.8035413,32.3777592,794.43,55.03,784.47,0.53,-19.2,30.28
224662,2023-01-20 11:20:01.782734,2023-01-20 11:20:01.600000,837457086,472819600,2245,39.8036575,32.3778484,794.46,55.06,784.12,-3.09,-17.46,30.43
225348,2023-01-20 11:20:03.902365,2023-01-20 11:20:03.800000,839576710,472821800,2245,39.8037745,32.3779356,794.4,55,783.35,-1.3,-16.94,30.12
226067,2023-01-20 11:20:06.062338,2023-01-20 11:20:06.000000,841736693,472824000,2245,39.8038925,32.3780228,794.34,54.94,782.64,-0.7,-17.45,30.26
226752,2023-01-20 11:20:08.182245,2023-01-20 11:20:08.000000,843876731,472826000,2245,39.804009,32.3781113,794.38,54.98,782.22,0,-16.72,30.55
227438,2023-01-20 11:20:10.242101,2023-01-20 11:20:10.200000,845936723,472828200,2245,39.8041264,32.3781981,794.34,54.94,782.25,-0.49,-12.76,30.58
228136,2023-01-20 11:20:12.402249,2023-01-20 11:20:12.400000,848096851,472830400,2245,39.8042436,32.3782862,794.39,54.99,782.63,-1.5,-15.56,30.97
228897,2023-01-20 11:20:14.562351,2023-01-20 11:20:14.400000,850257038,472832400,2245,39.8043607,32.3783739,794.45,55.05,782.68,-2.18,-15.9,31.28
229586,2023-01-20 11:20:16.682047,2023-01-20 11:20:16.600000,852376714,472834600,2245,39.8044787,32.378462,794.39,54.99,782.67,-0.62,-13.06,28.7
230302,2023-01-20 11:20:18.822398,2023-01-20 11:20:18.800000,854536733,472836800,2245,39.8045961,32.37855,794.11,54.71,782.55,-0.6,-14.22,30
231025,2023-01-20 11:20:21.062351,2023-01-20 11:20:21.000000,856776711,472839000,2245,39.8047112,32.3786422,794.28,54.88,782.26,-3.62,-15.92,30.55
231708,2023-01-20 11:20:23.162339,2023-01-20 11:20:23.000000,858876730,472841000,2245,39.8048303,32.3787274,794.3,54.9,782.03,-0.59,-12.85,29.35
232422,2023-01-20 11:20:25.322352,2023-01-20 11:20:25.200000,861036725,472843200,2245,39.8049468,32.3788161,794.34,54.94,782.18,-3.32,-14.42,29.05
233123,2023-01-20 11:20:27.469469,2023-01-20 11:20:27.400000,863196847,472845400,2245,39.8050646,32.3789038,794.25,54.85,782.08,-2.26,-14.12,29.79
233837,2023-01-20 11:20:29.623431,2023-01-20 11:20:29.600000,865357853,472847600,2245,39.8051814,32.3789925,794.4,55,781.7,-2.99,-14.92,30.47
234580,2023-01-20 11:20:31.762460,2023-01-20 11:20:31.600000,867496884,472849600,2245,39.8052983,32.37908,794.38,54.98,780.76,-1.89,-15.57,30.95
235290,2023-01-20 11:20:33.922633,2023-01-20 11:20:33.800000,869657023,472851800,2245,39.8054158,32.3791684,794.42,55.02,780.55,-1.29,-16.04,30.84
235980,2023-01-20 11:20:36.023587,2023-01-20 11:20:36.000000,871757966,472854000,2245,39.8055332,32.3792552,794.28,54.88,780.44,-1.77,-13.69,29.01
236694,2023-01-20 11:20:38.184119,2023-01-20 11:20:38.000000,873936794,472856000,2245,39.8056496,32.3793449,794.32,54.92,780.63,-3.91,-16.16,30.88
237382,2023-01-20 11:20:40.322315,2023-01-20 11:20:40.200000,876076710,472858200,2245,39.8057673,32.3794311,794.43,55.03,781.01,-1.13,-13.46,29.39
238104,2023-01-20 11:20:42.482313,2023-01-20 11:20:42.400000,878236725,472860400,2245,39.8058844,32.3795212,794.32,54.92,781.15,-4.23,-15.36,28.64
238823,2023-01-20 11:20:44.682345,2023-01-20 11:20:44.600000,880436730,472862600,2245,39.8060018,32.3796095,794.41,55.01,780.87,-2.52,-16.73,30.58
239510,2023-01-20 11:20:46.784427,2023-01-20 11:20:46.600000,882557011,472864600,2245,39.8061196,32.3796972,794.34,54.94,780.99,-2.39,-14.49,29.75
240276,2023-01-20 11:20:48.942318,2023-01-20 11:20:48.800000,884716716,472866800,2245,39.8062368,32.379785,794.32,54.92,781.08,-1.9,-15.18,30.31
240965,2023-01-20 11:20:51.062319,2023-01-20 11:20:51.000000,886836735,472869000,2245,39.8063543,32.3798725,794.3,54.9,781.21,-1.55,-12.89,30.32
241719,2023-01-20 11:20:53.402365,2023-01-20 11:20:53.400000,889176759,472871400,2245,39.8064716,32.3799612,794.21,54.81,781.13,-1.14,0,30.12
243455,2023-01-20 11:20:58.702802,2023-01-20 11:20:58.600000,894497414,472876600,2245,39.8065911,32.3800431,794.1,54.7,781.69,-11.31,-3.46,353.36
244616,2023-01-20 11:21:02.242070,2023-01-20 11:21:02.200000,898036727,472880200,2245,39.8066585,32.3798899,794.22,54.82,782.74,4.01,-9.54,298.65
245931,2023-01-20 11:21:06.282703,2023-01-20 11:21:06.200000,902096929,472884200,2245,39.8066998,32.3797227,794.26,54.86,783.35,-3.67,-1.1,212.39
246836,2023-01-20 11:21:09.054962,2023-01-20 11:21:09.000000,904869339,472887000,2245,39.8066412,32.3796778,794.17,54.77,784.06,-0.45,1.3,208.93
247880,2023-01-20 11:21:12.242695,2023-01-20 11:21:12.200000,908057063,472890200,2245,39.8065226,32.3795943,794.46,55.06,785.04,0.47,-5.1,210.61
248642,2023-01-20 11:21:14.402377,2023-01-20 11:21:14.400000,910216739,472892400,2245,39.8064062,32.3795058,794.58,55.18,784.38,-0.27,-1.78,211.71
249330,2023-01-20 11:21:16.522687,2023-01-20 11:21:16.400000,912357025,472894400,2245,39.80629,32.3794166,794.5,55.1,783.74,-2.14,-1.05,209.65
250048,2023-01-20 11:21:18.682353,2023-01-20 11:21:18.600000,914516762,472896600,2245,39.8061728,32.3793275,794.43,55.03,783.09,-1.41,-1.08,210.25
250737,2023-01-20 11:21:20.842341,2023-01-20 11:21:20.800000,916676715,472898800,2245,39.8060553,32.3792405,794.31,54.91,781.86,-0.94,-1.48,210.91
251453,2023-01-20 11:21:22.982329,2023-01-20 11:21:22.800000,918816725,472900800,2245,39.8059383,32.3791531,794.23,54.83,781.21,-0.55,-1.17,210.5
252141,2023-01-20 11:21:25.142331,2023-01-20 11:21:25.000000,920976739,472903000,2245,39.8058221,32.3790637,794.21,54.81,780.87,-0.5,-1.83,210.74
252861,2023-01-20 11:21:27.291601,2023-01-20 11:21:27.200000,923136735,472905200,2245,39.8057052,32.3789759,794.2,54.8,781.32,0.57,2.58,210.37
253911,2023-01-20 11:21:30.522308,2023-01-20 11:21:30.400000,926376722,472908400,2245,39.8055883,32.3788885,794.23,54.83,780.5,-0.38,4.38,206.61
255567,2023-01-20 11:21:35.582509,2023-01-20 11:21:35.400000,931457534,472913400,2245,39.8055196,32.3788362,794.96,55.56,782.4,-0.26,8.47,209.12
